Referencia NCM;% depreciação;ID;Quantidade;Descrição;COD_INTERNO;ORIGEM;Valor unitário;Tipo de produto;activo/inactivo;localização;Data de Compra;ACORDO;COD_ANTIGO;NOTA_FISCAL;FORNECEDOR;EAN 128;Colunas1;Colunas2;Colunas3
;;2221;1;Escada de 7 degraus em Aluminio Bota Fogo lar e lazer;3652;;118;Escada;Activo;Centro Cirurgico;21/11/2013;;;Serie 1 2526;Gasparzinho Tintas;;;;
8471.70.1;;2222;1;HD Samsung HX M500UAB/AA2 PRETO NA;3653;;219,12;Electronico;Activo;Administração, Sala de administração;19/11/2013;;;serie 2 000570251;Magazine Luiza s/a;;;;
;;2223;1;Forno Micro-ondas marca Brastemp 30Litros;3654;DOADO;429;Electrodomestico;Activo;Cozinha;26/11/2013;Salles-Carlos_e_Mercedes;;;Globex Utilidades S/A Jardim Botânico, Rio, RJ;;;;
9403.20.00;;2224;1;Hamper com Saco;3655;ADQUIRIDO;170;Eq. Hospitalar;Activo;Centro Cirurgico;26/11/2013;;;Serie 1 000001928;CF Care Material Hospitalar LTDA ME;;;;
9403.20.00;;2225;1;Hamper com Saco;3656;ADQUIRIDO;170;Eq. Hospitalar;Activo;Ala Feminina;26/11/2013;;;Serie 1 000001928;CF Care Material Hospitalar LTDA ME;;;;
9403.20.00;;2226;1;Hamper com Saco;3657;ADQUIRIDO;170;Eq. Hospitalar;Activo;Ala Masculina;26/11/2013;;;Serie 1 000001928;CF Care Material Hospitalar LTDA ME;;;;
9403.20.00;;2227;1;Hamper com Saco;3658;ADQUIRIDO;170;Eq. Hospitalar;Activo;Ala Feminina;26/11/2013;;;Serie 1 000001928;CF Care Material Hospitalar LTDA ME;;;;
9403.20.00;;2228;1;Hamper com Saco;3659;ADQUIRIDO;170;Eq. Hospitalar;Activo;Pediatria;26/11/2013;;;Serie 1 000001928;CF Care Material Hospitalar LTDA ME;;;;
 ;;2229;1;AD2 Protec Aparelho de pressão de coluna;3660;Reformado;0,01;Eq. Hospitalar;Activo;Sala de estabilização;06/12/2013;;;;;;;;
;;2230;1;AD2 Protec Aparelho de pressão de coluna;3661;Reformado;0,01;Eq. Hospitalar;Activo;Ala Feminina;06/12/2013;;;;;;;;
;;2231;1;AD2 Protec Aparelho de pressão de coluna;3662;Reformado;0,01;Eq. Hospitalar;A reparar;CAF;06/12/2013;;;;;;;;
;;2232;1;AD2 Protec Aparelho de pressão de coluna;3663;Reformado;0,01;Eq. Hospitalar;Activo;P.S. Atendimento 1;06/12/2013;;;;;;;;
8422.40.90;;2233;1;Seladora R. Baião Maquinas para embalagens lote 01412 cos. 1787/6;3664;ADQUIRIDO;367,08;Electronico;Activo;Lavanderia;27/11/2013;;;Serie 1 000040642;Cirurgica Express LTDA;;;;
3926.90.90;;2234;1;Contentor 1000L Branco;3665;ADQUIRIDO;1460,87;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
3926.90.90;;2235;1;Contentor 1000L Branco;3666;ADQUIRIDO;1460,87;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
3926.90.90;;2236;1;Contentor 1000L Laranja;3667;;1460,87;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
3926.90.90;;2237;1;IMP Contentor 240L Branco;3668;;287;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
3926.90.90;;2238;1;IMP Contentor 240L Branco;3669;;287;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
3926.90.90;;2239;1;Contentor 360L MARROM;3670;;469,52;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
3926.90.90;;2240;1;Contentor 360L MARROM;3671;;469,52;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
3926.90.90;;2241;1;Contentor 360L MARROM;3672;;469,52;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
3926.90.90;;2242;1;Contentor 360L MARROM;3673;;469,52;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
7306.30.00;;2243;2;Pedal p/ contentores de 240L P/ Importado;3674;;45;Limpeza;Activo;Exterior;15/10/2013;;;Serie 1 00003283;CONTEMAR AMBIENTAL COM. DE CONT. LTDA MATRIZ;;;;
8415.10.11;;2244;1;CBV22BBBNA/CBBNA-UNIDADE INTERNA SPLIT;3675;;1100;Ar condicionado;Activo;Unidade de Apoio;02/10/2013;;;Serie 1 000000409;MRX Refrigeração de PATY do Alferes LTDA ME;;;;
8415.10.11;;2245;1;CBY22BBBNA/CBBNA-UNIDADE EXTERNA SPLIT HW 22KBTUS S/F 220V BEM ESTAR;3676;;1500;Ar condicionado;Activo;Unidade de Apoio;02/10/2013;;;Serie 1 000000409;MRX Refrigeração de PATY do Alferes LTDA ME;;;;
6307.10.00;;2246;3;MOP Ponta Cortada Algodão 60CM – 1202 – 111706;3677;;27,55;Limpeza;Activo;Limpeza;28/02/2013;;;Serie 1 000001730;Leaning Solutions Comercio e Servicos LTDA ME;;;;
6307.10.00;;2247;3;MOP UMID ALGOD – 1117 – 111764;3678;;15,2;Limpeza;Activo;Limpeza;28/02/2013;;;Serie 1 000001730;Leaning Solutions Comercio e Servicos LTDA ME;;;;
9403.37.00;;2248;1;Poltrona Diamantina – Antares BR;3679;;29;Cadeira de plástico;Activo;Refeitório;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
9403.37.00;;2249;1;Poltrona Diamantina – Antares BR;3680;;29;Cadeira de plástico;Activo;Refeitório;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
9403.37.00;;2250;1;Poltrona Diamantina – Antares BR;3681;;29;Cadeira de plástico;Activo;Refeitório;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
9403.37.00;;2251;1;Poltrona Diamantina – Antares BR;3682;;29;Cadeira de plástico;Activo;Refeitório;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
9403.37.00;;2252;1;Poltrona Diamantina – Antares BR;3683;;29;Cadeira de plástico;Activo;Ala Masculina, Enfermaria 4;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
9403.37.00;;2253;1;Poltrona Diamantina – Antares BR;3684;;29;Cadeira de plástico;Activo;Refeitório;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
9403.37.00;;2254;1;Poltrona Diamantina – Antares BR;3685;;29;Cadeira de plástico;Activo;Refeitório;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
9403.37.00;;2255;1;Poltrona Diamantina – Antares BR;3686;;29;Cadeira de plástico;Activo;Refeitório;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
9403.37.00;;2256;1;Poltrona Diamantina – Antares BR;3687;;29;Cadeira de plástico;Activo;Refeitório;29/11/2013;;;Serie 0 716112;Lojas Colombo S/A COM DE UTIL DOMESTICAS – 820;;;;
8421.21.00;;2257;1;Purificador de AGUA PURITRONIC FULL RANGE – LATINA;3688;;399,9;Electronico;Activo;Ala Feminina;27/11/2013;;;Serie 1 2544289;Americanas.com;;;;
8421.21.00;;2258;1;Purificador de AGUA PURITRONIC FULL RANGE – LATINA;3689;;399,9;Electronico;Activo;Recepção de convénios;27/11/2013;;;Serie 1 2544289;Americanas.com;;;;
8421.21.00;;2259;1;Purificador de AGUA PURITRONIC FULL RANGE – LATINA;3690;;399,9;Electronico;Activo;Recepção P.S.;27/11/2013;;;Serie 1 2544289;Americanas.com;;;;
;;2260;1;AD2 Protec Aparelho de pressão de coluna;3691;Reformado;0,01;Eq. Hospitalar;Activo;Ala Masculina;06/12/2013;;;;;;;;
;;2261;1;Lixeira copo de água simples;3692;;32,5;Outros;Activo;Ala Feminina;06/12/2013;;;cupom fiscal ccf:000919 cod:001345;FAMILY BORBA DESCARTAVEIS E PAPELARIA LTDA ME;;;;
;;2262;1;Lixeira copo de água simples;3693;;32,5;Outros;Activo;Recepção de convénios;06/12/2013;;;cupom fiscal ccf:000919 cod:001345;FAMILY BORBA DESCARTAVEIS E PAPELARIA LTDA ME;;;;
;;2263;1;Lixeira copo de água simples;3694;;32,5;Outros;Activo;Recepção P.S.;06/12/2013;;;cupom fiscal ccf:000919 cod:001345;FAMILY BORBA DESCARTAVEIS E PAPELARIA LTDA ME;;;;
;;2264;1;Lixeira copo de água/café;3695;;38,5;Outros;Activo;CAF;06/12/2013;;;cupom fiscal ccf:000919 cod:001345;FAMILY BORBA DESCARTAVEIS E PAPELARIA LTDA ME;;;;
;;2265;1;AD2 Protec Aparelho de pressão de coluna;3696;Reformado;0,01;Eq. Hospitalar;Activo;P.S., Consultório Pediatria;06/12/2013;;;;;;;;
;;2266;1;Sofá Vermelho 3 lugares;3697;DOADO;;Mobiliario de madeira;Activo;Administração entrada;06/12/2013;Dr.Noemia;;;;;;;
;;2267;1;Sofá Vermelho 2 lugares sem costas;3698;DOADO;;Mobiliario de madeira;Activo;Administração entrada;06/12/2013;Dr.Noemia;;;;;;;
;;2268;1;Sofá Vermelho 2 lugares;3699;DOADO;;Mobiliario de madeira;Activo;Administração entrada;06/12/2013;Dr.Noemia;;;;;;;
9018.90.29;;2269;4;Tesoura METZEMBAUM 18 CM CURVA ABC LOTE LT915 0335 ABC – R009643;3700;ADQUIRIDO;22,29;Eq. Hospitalar;Activo;Centro Cirurgico;10/12/2013;;;SERIE 1 2944;Comercial Cirurgica PASSOS LTDA;;;;
9018.90.29;;2270;4;Tesoura METZEMBAUM 20 CM CURVA ABC LOTE 048M 0337 ABC – R009671;3701;ADQUIRIDO;29,82;Eq. Hospitalar;Activo;Centro Cirurgico;10/12/2013;;;SERIE 1 2944;Comercial Cirurgica PASSOS LTDA;;;;
9018.90.29;;2271;4;Tesoura METZEMBAUM 25 CM CURVA ABC LOTE 8554,8254 0339 ABC – R096246;3702;ADQUIRIDO;49,41;Eq. Hospitalar;Activo;Centro Cirurgico;10/12/2013;;;SERIE 1 2944;Comercial Cirurgica PASSOS LTDA;;;;
9018.90.29;;2272;4;Tesoura METZEMBAUM 15 CM RETA ABC LOTE 09,087-M 0332 ABC – R009030;3703;ADQUIRIDO;18,19;Eq. Hospitalar;Activo;Centro Cirurgico;10/12/2013;;;SERIE 1 2944;Comercial Cirurgica PASSOS LTDA;;;;
9018.90.99;;2273;4;Tesoura METZEMBAUM 18 CM RETA ABC LOTE 91S 0334 ABC – R009644;3704;ADQUIRIDO;22,29;Eq. Hospitalar;Activo;Centro Cirurgico;10/12/2013;;;SERIE 1 2944;Comercial Cirurgica PASSOS LTDA;;;;
9018.90.29;;2274;4;Tesoura METZEMBAUM 20 CM RETA ABC LOTE 86-S4 0336 ABC – R099351;3705;ADQUIRIDO;25,16;Eq. Hospitalar;Activo;Centro Cirurgico;10/12/2013;;;SERIE 1 2944;Comercial Cirurgica PASSOS LTDA;;;;
8565.25.44;;2275;1;FAX Panasonic KX-FT987LA;3706;ADQUIRIDO;439,92;Telefonia;Activo;Sala de coordenação da enfermagem;30/10/2013;;;serie 1 328;Luana Francini Lima de Almeida ME;;;;
8528.72.00;;2276;1;Televisor SEMP TV1454SL;3707;ADQUIRIDO;248,05;Televisor;Activo;Ala Feminina, Enfermaria 01;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2277;1;Televisor SEMP TV1454SL;3708;ADQUIRIDO;248,05;Televisor;Activo;Ala Feminina, Enfermaria 02;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2278;1;Televisor SEMP TV1454SL;3766;ADQUIRIDO;248,05;Televisor;Activo;Ala Masculina, Enfermaria 06;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2279;1;Televisor SEMP TV1454SL;3764;ADQUIRIDO;248,05;Televisor;Activo;Recepção P.S.;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2280;1;Televisor SEMP TV1454SL;3711;ADQUIRIDO;248,05;Televisor;Activo;P.S., Repouso pediátrico;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2281;1;Televisor SEMP TV1454SL;3765;ADQUIRIDO;248,05;Televisor;Activo;ND;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2282;1;Televisor SEMP TV1454SL;3713;ADQUIRIDO;248,05;Televisor;Activo;Ala Masculina, Enfermaria 02;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2283;1;Televisor SEMP TV1454SL;3714;ADQUIRIDO;248,05;Televisor;Activo;Ala Masculina, Enfermaria 03;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2284;1;Televisor SEMP TV1454SL;3763;ADQUIRIDO;248,05;Televisor;Activo;ND;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8528.72.00;;2285;1;Televisor SEMP TV1454SL;3762;ADQUIRIDO;248,05;Televisor;Activo;ND;06/12/2013;PAHI;;Serie 2 000024875;ManiaVirtual MVX Comercio Electronico LTDA;;;;
8517.18.91;;2286;1;Telefone c/ fio Pleno cinza Artico – IntelBras;3717;ADQUIRIDO;29,52;Telefonia;Desactivo;Sotão 1;09/12/2013;;;Seriie 1 23897136;Americanas.com;;;;
8517.18.91;;2287;1;Telefone c/ fio Pleno cinza Artico – IntelBras;3718;ADQUIRIDO;29,52;Telefonia;Activo;Administração entrada;09/12/2013;;;Seriie 1 23897136;Americanas.com;;;;
8517.18.91;;2288;1;Telefone c/ fio Pleno cinza Artico – IntelBras;3719;ADQUIRIDO;29,52;Telefonia;Activo;Administração entrada;09/12/2013;;;Seriie 1 23897136;Americanas.com;;;;
8414.51.90;;2289;1;Ventilador de Coluna Breeze Turbo 40 127V;3720;ADQUIRIDO;71,94;Ventilador;Activo;Sala de coordenação da enfermagem;09/12/2013;;;Seriie 1 23897136;Americanas.com;;;;
8414.51.90;;2290;1;Ventilador de Coluna Breeze Turbo 40 127V;3721;ADQUIRIDO;71,94;Ventilador;Activo;Auditório;09/12/2013;;;Seriie 1 23897136;Americanas.com;;;;
8414.51.90;;2291;1;Ventilador de Coluna Breeze Turbo 40 127V;3722;ADQUIRIDO;71,94;Ventilador;Activo;Auditório;09/12/2013;;;Seriie 1 23897136;Americanas.com;;;;
8414.51.90;;2292;1;Ventilador de Coluna Breeze Turbo 40 127V;3723;ADQUIRIDO;71,94;Ventilador;Activo;Contabilidade;09/12/2013;;;Seriie 1 23897136;Americanas.com;;;;
8414.51.90;;2293;1;Ventilador de Coluna Breeze Turbo 40 127V;3724;ADQUIRIDO;71,94;Ventilador;Activo;Faturamento;09/12/2013;;;Seriie 1 23897136;Americanas.com;;;;
9401.30.90;;2294;1;Cadeira de escritorio NF 306C PRETA - C. HOME;3725;ADQUIRIDO;159,9;Cadeira de escritório;Activo;Sala de coordenação da enfermagem;11/12/2013;;;Serie 1 2865335;Americanas.com;;;;
9401.30.90;;2295;1;Cadeira de escritorio NF 306C PRETA - C. HOME;3726;ADQUIRIDO;159,9;Cadeira de escritório;Activo;Contabilidade;11/12/2013;;;Serie 1 2865335;Americanas.com;;;;
9401.30.90;;2296;1;Cadeira de escritorio NF 306C PRETA - C. HOME;3727;ADQUIRIDO;159,9;Cadeira de escritório;Activo;Administração entrada;11/12/2013;;;Serie 1 2865335;Americanas.com;;;;
7326.90.90;;2297;1;Suporte P/ TV E VIDEO 14/21 PRETO FORTE 077589;3728;ADQUIRIDO;51,3;SuporteTV;Activo;ND;16/12/2013;;;serie 1 2772;Gasparzinho;;;;
7326.90.90;;2298;1;Suporte P/ TV E VIDEO 14/21 PRETO FORTE 077589;3729;ADQUIRIDO;51,3;SuporteTV;Activo;ND;16/12/2013;;;serie 1 2772;Gasparzinho;;;;
7326.90.90;;2299;1;Suporte P/ TV E VIDEO 14/21 PRETO FORTE 077589;3730;ADQUIRIDO;51,3;SuporteTV;Activo;ND;16/12/2013;;;serie 1 2772;Gasparzinho;;;;
8471.70.12;;2300;1;SAMS-HX-M101TCB-G – HD Externo HXM101TCBG M3 PORTABLE 30 CAPACIDADE de 1TB USB 30 COR PRETO;3731;ADQUIRIDO;255,36;Electonico;Activo;Administração entrada;12/12/2013;;;Serie 1 1206732;ECCO BRASIL INFORMATICA E ELECTRONICOS LTDA;;;;
8471.70.12;;2301;2;SAMS-HX-500TCB-G – HD Externo HXM500TCB M3 PORTABLE 30 CAPACIDADE 500GB USB 30;3732;ADQUIRIDO;379,8;Electonico;Activo;Administração entrada;12/12/2013;;;Serie 1 1206732;ECCO BRASIL INFORMATICA E ELECTRONICOS LTDA;;;;
8443.32.33;;2302;1;HP-CE-461 A696 – Impressora Laserjet P2035 Monocromatica compativel com os cartuchos HP;3733;ADQUIRIDO;546,06;Impressora;Activo;Faturamento;11/12/2013;;;Serie 1 1203036;ECCO BRASIL INFORMATICA E ELECTRONICOS LTDA;;;;
8716.80.00;;2303;1;Carro Cuba com Tampa medidas:1,12x0,79x0,88m.Equipamento com rodízios simples, fixas e giratórias capacidade para 430L.;3734;ADQUIRIDO;1030;Eq. Hospitalar;Activo;Lavanderia;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8716.80.00;;2304;1;Carro Bandeja. Medidas:1,07mx54cmx97cm.Com capacidade para até 45kg em cada compartimento. 4 rodas giratórias;3735;ADQUIRIDO;1309;Eq. Hospitalar;Activo;Pediatria;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8716.80.00;;2305;2;Pneu 250x4 2 lonas. Capacidade 100Kg somente o pneu;3736;ADQUIRIDO;14,73;Eq. Hospitalar;Activo;Manutenção;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8716.80.00;;2306;2;Câmara 250x4 para carro;3737;ADQUIRIDO;7,36;Eq. Hospitalar;Activo;Manutenção;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
0196.10.00;;2307;1;Relogio de Ponto REP CONTROL ID (Biometria + Proximidade + Cod. Barras);3738;ADQUIRIDO;2457;Electronico;Activo;Piso 2, Hall de Entrada;18/12/2013;;;serie 1 919;SIVIS VIP Service Soluções Integradas LTDA ME;;;;
0196.10.00;;2308;1;NoBreak para Relogio de ponto REP CONTROL ID;3739;ADQUIRIDO;351;Electronico;Activo;Piso 2, Hall de Entrada;18/12/2013;;;serie 1 919;SIVIS VIP Service Soluções Integradas LTDA ME;;;;
8523.59.90;;2439;1;Software de Tratamento de Ponto Speculum 4;3873;ADQUIRIDO;531;Software;Activo;Dpto de Pessoal;;;;;;;;;
8471.50.10;;2309;1;PC Celeron G1610 2 500 Linux H520 Preto BIV Lenovo;3740;ADQUIRIDO;674,1;Computador;Activo;Faturamento;16/12/2013;;;Serie 13 59310;Extra.com.br;;;;
8471.50.10;;2310;1;PC Celeron G1610 2 500 Linux H520 Preto BIV Lenovo;3741;ADQUIRIDO;674,1;Computador;Activo;Faturamento;16/12/2013;;;Serie 22 56275;Extra.com.br;;;;
8518.21.00;;2311;2;Caixa de som m0620 Bivolt Lenovo;3742;ADQUIRIDO;18;CaixaDeSom;Activo;T2 e T1;16/12/2013;;;Serie 22 56275;Extra.com.br;;;;
8471.60.52;;2312;2;Teclado 104 Teclas 25009620 PRETO LENOVO;3743;ADQUIRIDO;18;TecladoPC;Activo;T2 e T1;16/12/2013;;;Serie 22 56275;Extra.com.br;;;;
8471.60.53;;2313;2;MouSE LENOVO OPTICO USB PR LENOVO;3744;ADQUIRIDO;9;RatoPC;Activo;T2 e T1;16/12/2013;;;Serie 22 56275;Extra.com.br;;;;
8459.29.00;;2314;1;FURADeira Bancada 370W 1/2CV 5/8 Bivolt-AAF1020001;3745;ADQUIRIDO;599;Utensilio;Activo;Manutenção;14/12/2013;;;Serie 2 427956;WMB COMERCIO ELETRONICO LTDA;;;;
8465.10.00;;2315;1;Multi Função FERRARI COM MOTOR 1/2 CAVALO 6 FUNCO;3746;ADQUIRIDO;1199;Utensilio;Activo;Manutenção;14/12/2013;;;Serie 4 166674;WMB COMERCIO ELETRONICO LTDA;;;;
;;2316;1;Oxigel Laringoscopio inf 3 Lâminas RET. Lote 11/2016;3747;;;Eq. Hospitalar;Activo;Pediatria;;;;;;;;;
8716.80.00;;2317;1;Carro Cuba com Tampa medidas:1,12x0,79x0,88m.Equipamento com rodízios simples, fixas e giratórias capacidade para 430L.;3748;ADQUIRIDO;1030;Eq. Hospitalar;Activo;Lavanderia;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8716.80.00;;2318;1;Carro Cuba com Tampa medidas:1,12x0,79x0,88m.Equipamento com rodízios simples, fixas e giratórias capacidade para 430L.;3749;ADQUIRIDO;1030;Eq. Hospitalar;Activo;Lavanderia;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8716.80.00;;2319;1;Carro Cuba com Tampa medidas:1,12x0,79x0,88m.Equipamento com rodízios simples, fixas e giratórias capacidade para 430L.;3750;ADQUIRIDO;1030;Eq. Hospitalar;Activo;Lavanderia;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8716.80.00;;2320;1;Carro Bandeja. Medidas:1,07mx54cmx97cm.Com capacidade para até 45kg em cada compartimento. 4 rodas giratórias;3751;ADQUIRIDO;1309;Eq. Hospitalar;Activo;Ala Feminina;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8716.80.00;;2321;1;Carro Bandeja. Medidas:1,07mx54cmx97cm.Com capacidade para até 45kg em cada compartimento. 4 rodas giratórias;3752;ADQUIRIDO;1309;Eq. Hospitalar;Activo;Ala Masculina;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8716.80.00;;2322;1;Carro Bandeja. Medidas:1,07mx54cmx97cm.Com capacidade para até 45kg em cada compartimento. 4 rodas giratórias;3753;ADQUIRIDO;1309;Eq. Hospitalar;Activo;Centro Cirurgico;05/12/2013;;;Serie 1 185;Gadotti Car Com. De Acess. Para Movimentação e Armaz LTDA;;;;
8504.40.40;;2323;1;NoBreak Yup-E 600VA Bivolt - Enemax - Preto;3754;ADQUIRIDO;229;NoBreak;Activo;Dpto de Pessoal;18/12/2013;;;Serie 1 3059409;Americanas.com;;;;
8504.40.40;;2324;1;NoBreak Yup-E 600VA Bivolt - Enemax - Preto;3755;ADQUIRIDO;229;NoBreak;Activo;ND;18/12/2013;;;Serie 1 3059409;Americanas.com;;;;
8504.40.40;;2325;1;NoBreak Yup-E 600VA Bivolt - Enemax - Preto;3756;ADQUIRIDO;229;NoBreak;Activo;ND;18/12/2013;;;Serie 1 3059409;Americanas.com;;;;
8504.40.40;;2326;1;NoBreak Yup-E 600VA Bivolt - Enemax - Preto;3757;ADQUIRIDO;229;NoBreak;Activo;Dpto de Pessoal;18/12/2013;;;Serie 1 3059409;Americanas.com;;;;
8504.40.40;;2327;1;NoBreak Yup-E 600VA Bivolt - Enemax - Preto;3758;ADQUIRIDO;229;NoBreak;Activo;Tesouraria;18/12/2013;;;Serie 1 3059409;Americanas.com;;;;
8518.90.90;;2328;1;Telefone Headset Felitron S8010 Black 24176404, 23228959 SN:TZEB2100021EN;3759;ADQUIRIDO;119,9;Telefonia;Activo;Administração, Entrada;17/12/2013;;;Serie 1 6453;Megavendas Representação Comercial LTDA.;;;;
8518.90.91;;2329;1;Telefone KS Intelbras T1 4245;3760;ADQUIRIDO;278,49;Telefonia;Activo;Administração, Entrada;17/12/2013;;;Serie 1 6453;Megavendas Representação Comercial LTDA.;;;;
8518.90.91;;2330;1;Modulo NKM 645 TI 4245;3761;ADQUIRIDO;363;Telefonia;Activo;Administração, Entrada;17/12/2013;;;Serie 1 6453;Megavendas Representação Comercial LTDA.;;;;
9403.20.00;;2331;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3767;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
9403.20.00;;2332;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3768;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
9403.20.00;;2333;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3769;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
9403.20.00;;2334;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3770;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
9403.20.00;;2335;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3771;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
9403.20.00;;2336;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3772;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
9403.20.00;;2337;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3773;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
9403.20.00;;2338;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3774;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
9403.20.00;;2339;1;Estante de Aço Extra RCH (Chapa c/ Perfil 1,98M) foram montadas 13 mas compradas 10;3775;ADQUIRIDO;155;Material de Escritório;Activo;Sala de Informática;16/12/2013;;;Serie 1 000000530;Loja UTIL LTDA;;;;
